502680	1.02	-0.00	-0.01	-3.97	1.28	0.06	25.62
506692	1.02	-0.01	-0.00	-3.97	1.34	0.00	25.63
510680	1.02	-0.01	-0.01	-3.91	1.40	0.00	25.63
514708	1.02	-0.01	-0.01	-3.97	1.40	0.00	25.63
518724	1.02	-0.02	-0.01	-3.91	1.40	0.06	25.63
522752	1.02	-0.02	-0.01	-3.97	1.40	0.00	25.64
526768	1.02	-0.02	-0.01	-3.97	1.40	0.00	25.64
530792	1.02	-0.01	-0.01	-3.97	1.40	-0.06	25.66
534824	1.02	-0.01	-0.01	-3.97	1.40	-0.06	25.65
538852	1.02	-0.01	-0.01	-4.03	1.34	-0.06	25.64
542896	1.02	-0.01	-0.01	-3.97	1.40	0.00	25.64
546928	1.02	-0.01	-0.01	-3.97	1.46	0.06	25.65
550980	1.02	-0.01	-0.01	-3.97	1.40	0.12	25.64
555020	1.02	-0.01	-0.01	-3.91	1.40	0.06	25.65
559048	1.02	-0.02	-0.01	-3.97	1.34	0.00	25.65
563060	1.02	-0.02	-0.01	-3.97	1.34	0.00	25.64
567056	1.02	-0.01	-0.01	-3.91	1.40	0.00	25.65
571056	1.02	-0.01	-0.01	-3.91	1.34	0.00	25.66
575088	1.02	-0.01	-0.01	-3.97	1.22	0.00	25.65
579104	1.02	-0.01	-0.01	-3.97	1.22	0.00	25.65
583120	1.02	-0.01	-0.01	-3.97	1.22	0.00	25.64
587144	1.02	-0.00	-0.01	-3.97	1.22	0.06	25.66
591172	1.02	-0.01	-0.00	-3.91	1.16	0.06	25.67
595208	1.02	-0.01	-0.00	-3.91	1.10	0.12	25.68
599248	1.02	-0.01	-0.01	-3.91	1.10	0.06	25.67
603284	1.02	-0.02	-0.00	-3.91	1.16	0.06	25.67
607312	1.02	-0.02	-0.00	-3.97	1.16	0.00	25.67
611304	1.02	-0.02	-0.00	-3.97	1.10	-0.06	25.66
615344	1.02	-0.02	-0.01	-3.97	1.10	0.00	25.67
619364	1.02	-0.01	-0.00	-3.91	1.04	-0.06	25.67
623380	1.02	-0.01	-0.00	-3.97	1.04	0.00	25.67
627384	1.02	-0.01	-0.01	-3.97	1.04	0.06	25.68
631420	1.02	-0.01	-0.01	-3.97	1.04	0.06	25.67
635440	1.02	-0.01	-0.01	-3.97	0.98	0.06	25.68
639488	1.02	-0.01	-0.01	-3.91	1.04	0.00	25.68
643508	1.02	-0.02	-0.01	-3.91	1.04	0.00	25.67
647524	1.02	-0.02	-0.01	-3.91	1.04	0.00	25.68
651544	1.02	-0.02	-0.01	-3.91	0.98	0.06	25.68
655584	1.02	-0.01	-0.01	-3.91	0.98	0.06	25.66
659612	1.02	-0.02	-0.01	-3.91	0.98	0.00	25.67
663636	1.01	-0.01	-0.01	-4.03	0.98	0.06	25.66
667660	1.01	-0.01	-0.01	-3.97	1.04	0.00	25.67
671644	1.01	-0.01	-0.01	-3.97	0.98	0.00	25.67
675644	1.02	-0.01	-0.01	-3.97	1.04	0.00	25.68
679652	1.02	-0.01	-0.01	-3.91	1.04	0.06	25.69
683696	1.02	-0.01	-0.01	-3.97	1.10	0.12	25.68
