502680	0.05	0.98	-0.01	-3.97	1.16	0.06	25.51
506696	0.05	0.98	-0.02	-3.91	1.16	0.12	25.52
510724	0.05	0.98	-0.02	-3.91	1.22	0.12	25.51
514768	0.05	0.98	-0.02	-3.91	1.16	0.12	25.53
518788	0.05	0.98	-0.02	-3.91	1.10	0.06	25.55
522800	0.05	0.98	-0.02	-4.03	1.10	-0.06	25.53
526804	0.05	0.98	-0.02	-3.91	1.16	0.00	25.52
530824	0.05	0.98	-0.02	-4.03	1.16	0.12	25.53
534848	0.05	0.98	-0.02	-4.03	1.22	0.06	25.52
538868	0.05	0.98	-0.02	-4.09	1.22	0.06	25.52
542888	0.05	0.98	-0.01	-4.03	1.10	0.06	25.54
546868	0.05	0.98	-0.02	-4.03	1.10	0.00	25.55
550848	0.05	0.98	-0.02	-4.03	1.16	0.00	25.54
554840	0.05	0.99	-0.02	-3.97	1.16	0.00	25.53
558836	0.05	0.99	-0.02	-4.03	1.16	0.06	25.52
562864	0.05	0.98	-0.02	-3.97	1.22	0.12	25.52
566884	0.05	0.98	-0.02	-3.91	1.22	0.12	25.53
570904	0.05	0.98	-0.02	-3.91	1.16	0.06	25.54
574924	0.05	0.98	-0.01	-3.97	1.22	0.06	25.53
578936	0.05	0.98	-0.02	-3.85	1.16	0.00	25.54
582944	0.05	0.99	-0.02	-3.91	1.10	0.00	25.55
586924	0.05	0.99	-0.02	-3.97	1.10	0.00	25.53
590924	0.05	0.99	-0.02	-3.97	1.10	0.12	25.54
594960	0.05	0.99	-0.02	-3.91	1.16	0.12	25.56
598980	0.05	0.99	-0.02	-3.91	1.10	0.12	25.54
603004	0.05	0.98	-0.02	-3.97	1.16	0.06	25.54
607024	0.05	0.98	-0.02	-3.97	1.10	0.06	25.54
611040	0.05	0.98	-0.02	-3.97	1.16	0.06	25.53
615064	0.05	0.98	-0.02	-3.97	1.16	0.12	25.54
619088	0.05	0.98	-0.01	-3.97	1.10	0.06	25.53
623092	0.05	0.98	-0.02	-3.91	1.10	0.00	25.53
627064	0.05	0.98	-0.02	-3.91	1.10	0.00	25.54
631060	0.05	0.98	-0.02	-3.91	1.10	0.06	25.53
635088	0.05	0.98	-0.02	-3.97	1.10	0.12	25.54
639116	0.05	0.98	-0.02	-3.97	1.10	0.12	25.55
643144	0.05	0.98	-0.02	-3.91	1.16	0.12	25.56
647164	0.05	0.98	-0.02	-3.91	1.16	0.12	25.55
651196	0.05	0.98	-0.02	-3.91	1.16	0.06	25.55
655220	0.05	0.98	-0.02	-3.91	1.10	0.06	25.55
659200	0.05	0.98	-0.02	-3.91	1.16	0.00	25.55
663188	0.05	0.98	-0.02	-3.91	1.10	0.00	25.54
667172	0.05	0.98	-0.02	-3.97	1.10	0.00	25.55
671156	0.05	0.98	-0.02	-3.97	1.10	0.00	25.56
675148	0.05	0.99	-0.02	-4.03	1.16	0.06	25.56
679180	0.05	0.98	-0.02	-3.91	1.22	0.06	25.55
683204	0.05	0.98	-0.02	-3.85	1.22	0.18	25.55
687228	0.05	0.98	-0.02	-3.85	1.16	0.12	25.57
691256	0.05	0.98	-0.02	-3.97	1.16	0.06	25.55
695268	0.05	0.98	-0.02	-3.97	1.16	0.00	25.55
699248	0.05	0.98	-0.02	-3.91	1.16	0.00	25.54
703236	0.05	0.98	-0.02	-3.97	1.28	0.00	25.56
707224	0.05	0.98	-0.02	-3.97	1.16	0.00	25.57
711244	0.05	0.98	-0.02	-3.97	1.16	0.06	25.57
715256	0.05	0.98	-0.02	-3.91	1.22	0.00	25.56
719232	0.05	0.98	-0.02	-3.91	1.22	0.00	25.56
723216	0.05	0.98	-0.02	-3.91	1.28	0.00	25.55
727204	0.05	0.98	-0.02	-3.91	1.22	0.00	25.56
731196	0.05	0.98	-0.02	-3.91	1.22	0.00	25.54
735188	0.05	0.98	-0.02	-3.97	1.28	0.06	25.56
