502680	0.03	0.98	-0.02	-4.03	1.16	0.12	24.57
506704	0.03	0.98	-0.02	-4.09	1.16	0.12	24.56
510732	0.03	0.98	-0.01	-4.15	1.10	0.06	24.58
514716	0.03	0.98	-0.02	-4.03	1.10	0.06	24.58
518708	0.03	0.98	-0.02	-3.97	1.10	0.12	24.59
522736	0.03	0.98	-0.01	-3.97	1.16	0.12	24.58
526756	0.03	0.98	-0.02	-4.03	1.22	0.06	24.59
530764	0.03	0.98	-0.02	-3.97	1.28	0.00	24.59
534748	0.03	0.98	-0.02	-3.91	1.22	0.06	24.59
538776	0.03	0.98	-0.02	-3.91	1.16	0.00	24.57
542792	0.03	0.98	-0.02	-3.97	1.22	0.06	24.56
546800	0.03	0.98	-0.02	-4.03	1.16	0.00	24.56
550788	0.03	0.98	-0.01	-3.97	1.22	0.06	24.58
554816	0.03	0.98	-0.02	-3.91	1.28	0.06	24.59
558840	0.03	0.99	-0.02	-4.09	1.16	0.06	24.57
562864	0.03	0.98	-0.02	-4.09	1.22	0.06	24.56
566876	0.03	0.98	-0.02	-3.97	1.22	0.06	24.58
570892	0.03	0.99	-0.02	-4.03	1.16	0.06	24.59
574908	0.03	0.98	-0.01	-4.03	1.16	0.06	24.57
578916	0.03	0.98	-0.02	-4.03	1.16	0.00	24.59
582900	0.04	0.98	-0.02	-3.97	1.16	0.06	24.61
586928	0.03	0.98	-0.02	-3.97	1.10	0.00	24.59
590920	0.03	0.98	-0.02	-3.97	1.10	0.06	24.58
594940	0.03	0.98	-0.02	-3.97	1.22	0.06	24.57
598964	0.03	0.98	-0.02	-4.03	1.16	0.06	24.59
602952	0.03	0.98	-0.01	-3.97	1.16	0.06	24.60
606948	0.03	0.98	-0.01	-3.91	1.22	0.12	24.61
611000	0.03	0.98	-0.01	-3.97	1.22	0.06	24.61
615020	0.03	0.99	-0.02	-3.97	1.22	0.06	24.59
619044	0.03	0.98	-0.02	-3.97	1.16	0.12	24.59
623064	0.03	0.98	-0.02	-4.03	1.16	0.06	24.58
627080	0.03	0.98	-0.01	-4.03	1.16	0.12	24.58
631100	0.03	0.98	-0.02	-3.97	1.10	0.06	24.59
635124	0.03	0.98	-0.02	-3.97	1.10	0.06	24.60
639140	0.03	0.98	-0.02	-3.97	1.10	0.06	24.60
643160	0.03	0.98	-0.02	-3.97	1.16	0.06	24.61
647188	0.03	0.98	-0.01	-3.97	1.10	0.06	24.61
651204	0.03	0.98	-0.02	-3.91	1.10	0.06	24.61
655228	0.03	0.98	-0.02	-4.03	1.22	0.06	24.61
659244	0.03	0.99	-0.02	-3.97	1.16	0.12	24.61
663272	0.03	0.98	-0.02	-4.09	1.22	0.12	24.60
667288	0.03	0.98	-0.01	-3.97	1.16	0.06	24.60
671300	0.03	0.98	-0.01	-4.03	1.22	0.06	24.61
675312	0.03	0.99	-0.02	-3.97	1.22	0.00	24.61
679324	0.03	0.98	-0.02	-3.97	1.16	0.06	24.61
683340	0.02	0.98	-0.02	-3.91	1.10	0.00	24.61
687328	0.03	0.98	-0.02	-3.97	1.16	-0.06	24.61
691364	0.03	0.98	-0.02	-4.03	1.16	-0.06	24.61
695400	0.03	0.98	-0.02	-3.97	1.16	-0.06	24.60
699428	0.03	0.98	-0.02	-4.03	1.16	0.00	24.61
703416	0.03	0.98	-0.02	-4.03	1.10	0.06	24.60
707416	0.03	0.98	-0.02	-4.03	1.10	0.06	24.60
711404	0.03	0.99	-0.02	-3.97	1.16	0.00	24.60
715388	0.03	0.99	-0.02	-3.91	1.16	0.00	24.61
719412	0.03	0.99	-0.02	-3.97	1.10	0.06	24.63
723428	0.03	0.98	-0.02	-3.97	1.10	0.12	24.63
727448	0.03	0.98	-0.02	-3.97	1.22	0.06	24.63
731460	0.03	0.98	-0.02	-3.97	1.16	0.00	24.63
735472	0.03	0.98	-0.01	-4.03	1.22	0.00	24.61
739452	0.03	0.98	-0.01	-3.97	1.22	0.00	24.62
743480	0.03	0.98	-0.02	-3.97	1.22	-0.06	24.59
747496	0.03	0.99	-0.02	-3.97	1.16	0.00	24.60
751488	0.03	0.99	-0.02	-3.97	1.10	0.00	24.61
755476	0.03	0.99	-0.02	-4.03	1.22	0.00	24.61
759464	0.03	0.99	-0.01	-4.03	1.16	0.00	24.62
763480	0.03	0.98	-0.02	-3.97	1.16	0.00	24.62
767496	0.03	0.98	-0.02	-3.91	1.22	0.06	24.62
771512	0.03	0.98	-0.02	-3.97	1.22	0.00	24.62
775496	0.03	0.98	-0.02	-4.03	1.16	0.06	24.62
779532	0.03	0.98	-0.02	-3.97	1.22	0.06	24.60
783548	0.03	0.98	-0.02	-3.97	1.16	0.06	24.61
787576	0.04	0.98	-0.02	-3.97	1.22	0.06	24.61
791604	0.03	0.98	-0.01	-3.97	1.22	0.06	24.63
795624	0.03	0.98	-0.02	-3.97	1.16	-0.06	24.63
799644	0.03	0.98	-0.02	-3.97	1.16	0.00	24.63
803640	0.03	0.98	-0.01	-3.97	1.16	-0.06	24.64
807672	0.03	0.99	-0.01	-3.97	1.10	0.00	24.63
811660	0.03	0.98	-0.02	-3.97	1.10	0.06	24.63
815684	0.03	0.98	-0.02	-4.03	1.10	0.06	24.64
819696	0.03	0.98	-0.02	-3.97	1.16	0.06	24.63
823716	0.03	0.98	-0.02	-3.97	1.10	0.06	24.62
827728	0.03	0.98	-0.02	-3.91	1.10	0.12	24.64
831744	0.03	0.98	-0.02	-3.91	1.10	0.00	24.64
835732	0.03	0.98	-0.02	-4.03	1.10	0.06	24.64
839752	0.03	0.98	-0.02	-3.91	1.04	0.00	24.65
843732	0.03	0.98	-0.01	-3.91	1.10	0.12	24.64
847768	0.03	0.98	-0.01	-3.91	1.04	0.06	24.63
851752	0.03	0.99	-0.02	-3.97	1.16	0.12	24.65
855788	0.03	0.99	-0.02	-3.91	1.22	0.06	24.66
859808	0.03	0.98	-0.02	-3.91	1.22	0.18	24.65
863836	0.03	0.98	-0.02	-3.97	1.16	0.12	24.62
867848	0.03	0.98	-0.02	-4.03	1.16	0.00	24.63
871828	0.03	0.98	-0.01	-3.97	1.16	0.00	24.64
875848	0.03	0.98	-0.02	-4.03	1.16	0.12	24.64
879876	0.03	0.98	-0.02	-4.03	1.10	0.12	24.66
883900	0.03	0.98	-0.02	-3.97	1.04	0.12	24.65
887924	0.03	0.98	-0.02	-3.97	1.16	0.12	24.64
891952	0.03	0.98	-0.02	-3.97	1.22	0.12	24.65
895972	0.03	0.99	-0.02	-4.03	1.10	0.06	24.64
899964	0.03	0.98	-0.01	-3.97	1.04	-0.06	24.63
903984	0.03	0.98	-0.01	-3.97	1.16	0.00	24.64
907980	0.03	0.98	-0.02	-3.97	1.28	0.06	24.64
912008	0.03	0.98	-0.02	-3.97	1.16	0.06	24.67
916032	0.03	0.98	-0.01	-3.97	1.22	0.12	24.66
920052	0.03	0.98	-0.02	-3.97	1.16	0.12	24.63
924072	0.03	0.98	-0.02	-4.03	1.16	-0.06	24.64
928088	0.03	0.98	-0.02	-3.97	1.16	0.00	24.64
932112	0.03	0.98	-0.02	-3.91	1.16	0.06	24.63
936136	0.03	0.98	-0.02	-3.85	1.16	0.06	24.64
940164	0.03	0.99	-0.02	-3.91	1.10	0.06	24.66
944184	0.03	0.99	-0.02	-4.03	1.16	0.06	24.65
948204	0.03	0.99	-0.02	-3.91	1.16	0.06	24.67
952228	0.03	0.99	-0.02	-3.91	1.10	0.06	24.64
956248	0.03	0.98	-0.02	-3.85	1.10	0.06	24.64
960268	0.03	0.98	-0.01	-3.97	1.22	0.12	24.67
964296	0.03	0.98	-0.02	-3.97	1.22	0.12	24.67
968316	0.03	0.98	-0.02	-3.91	1.22	0.06	24.65
972340	0.03	0.98	-0.02	-3.97	1.10	0.06	24.66
976356	0.03	0.98	-0.02	-3.97	1.16	0.12	24.66
980376	0.03	0.98	-0.02	-3.97	1.16	0.06	24.67
